Structure,Y
CC(=O)Nc1nc(C)c(s1)c2ccc(Cl)c(c2)S(=O)(=O)NCCO,0.039
CNc1nc(C)c2C=C(C(=O)N(C3CCCC3)c2n1)c4cnn(C)c4,0.039
CC(=O)Nc1nc2ccc(cc2s1)c3cncc(Sc4ccccc4F)n3,0.039
COc1cc(ccc1OCCN)c2ccc3nc(C)c(c4cnc(N)c(c4)C(F)(F)F)n3n2,0.039
Cc1nc(N)nc2N(C3CCCC3)C(=O)C(=Cc12)c4ccc(Cl)nc4,0.0391
COc1ccc(cc1)S(=O)(=O)N(C)c2nccc(n2)c3ccc4nc(NC(=O)C)sc4c3,0.0393
COc1ccc(Sc2nccc(n2)c3ccc4nc(NC(=O)C)sc4c3)c(C)c1,0.04
COCCOCCOCCOc1ccc(cc1OC)c2ccc3nc(C)c(c4cnc(N)c(c4)C(F)(F)F)n3n2,0.04
COc1ncc(cc1NS(=O)(=O)c2ccc(F)cc2F)c3ccc4nccc(c5ccnnc5)c4c3,0.04
COc1ccc(cc1)S(=O)(=O)Nc2nccc(n2)c3cc(F)c4nc(NC(=O)C)sc4c3,0.0413
CC(C)Nc1cc(cnc1Cl)c2ccc3nc(NC(=O)C)sc3c2,0.0414
COc1ccc(Sc2cncc(n2)c3ccc4nc(NC(=O)C)sc4c3)cc1,0.0415
CC(=O)Nc1nc2ccc(cc2s1)c3ccnc(NS(=O)(=O)c4ccc(F)cc4)n3,0.0416
CCNC(=O)Nc1ccc(cc1)c2nc(N3CCOCC3)c4nc5n(CCOC5(C)C)c4n2,0.0417
CNc1nc(C)c2C=C(\C=C\O)C(=O)N(C3CCCC3)c2n1,0.042
COc1ccc(cc1OC)c2ccc3nc(C)c(c4ccc(O)nc4)n3n2,0.042
CC(=O)Nc1nc2ccc(cc2s1)c3ccnc(Sc4ccccc4C)n3,0.0427
Cc1nc(NC(=O)N2CC[C@@H](O)[C@H]2C(=O)N)sc1c3csc(n3)C4(CC4)C(F)(F)F,0.043
CC(C)n1nc(C)nc1c2cn3CCOc4cc(ccc4c3n2)c5ccnn5[C@H]6CCCN(C6)C(C)(C)CO,0.043014
CN(c1nccc(n1)c2ccc3nc(NC(=O)C)sc3c2)S(=O)(=O)c4ccc(C)cc4,0.0432
Cc1nc(N)nc2N([C@@H]3CC[C@@H](O)CC3)C(=O)C(=Cc12)Br,0.044
CN1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)c5cccc6[nH]ncc56)CC1,0.044
COc1ccc(cc1OC)c2ccc3nc(C)c(c4ccc(nc4)C#N)n3n2,0.044
COc1ccc(cc1OC)c2ccc3nc(NC(=O)C)cn3n2,0.044
CS(=O)(=O)N1CCN(CC1)C(=O)c2cn3cc(nc(N4CCOCC4)c3n2)c5cccc(O)c5,0.044
CC(C)Oc1cc(cnc1Cl)c2ccc3nc(NC(=O)C)sc3c2,0.0441
CC(C)n1nc(C)nc1c2cn3CCOc4cc(ccc4c3n2)c5ccnn5C6CCCN(C6)C7(C)COC7,0.044341
CC(C)n1nc(C)nc1c2cn3CCOc4cc(ccc4c3n2)c5ccnn5C6CCN(CC6)C(C)(C)C,0.044786
Cc1nc(N)nc2N(C3CCCC3)C(=O)C(=Cc12)c4cnn(CCO)c4,0.045
COc1ncc(cn1)C2=Cc3c(C)nc(N)nc3N(C4CCOCC4)C2=O,0.045
CCN(CC)c1ncc2CCc3nc(NC(=O)N4CCC[C@@]4(Cc5ccccc5)C(=O)N)sc3c2n1,0.045
FC(F)(F)C1OCCn2c1nc3c(nc(nc23)c4cccc5[nH]ncc45)N6CCOCC6,0.0452
Nc1ccc(cn1)c2nc(N3CCOCC3)c4nc5C(OCCn5c4n2)C(F)(F)F,0.0452
CC(C)n1nc(c2ccc(Br)c(O)c2)c3c(N)ncnc13,0.046
CNc1nc(C)c2C=C(C(=O)N(C3CCCC3)c2n1)c4cnn(CC(F)F)c4,0.046
COc1cccc(c1)S(=O)(=O)c2cccc(n2)c3ccc4nc(NC(=O)C)sc4c3,0.0465
CC(=O)Nc1nc2ccc(cc2s1)c3ccnc(Sc4ccccc4Br)n3,0.047
Cc1nc(N)nc2N([C@@H]3CC[C@H](CC3)OCC(=O)N)C(=O)C(=Cc12)c4cnn(C)c4,0.0479
CNc1nc(C)c2C=C(Br)C(=O)N(CC3CCOC3)c2n1,0.048
CC(C)C(=O)NC1(COc2ccc(cc2)c3ccc4nc(C)c(c5cnc(N)c(c5)C(F)(F)F)n4n3)COC1,0.049
CC(=O)Nc1nc2ccc(cc2n1c3ccccn3)c4cnc(Cl)c(NS(=O)(=O)c5ccc(F)cc5)c4,0.049
CC(=O)Nc1ccc(cn1)c2nc(N3CCOCC3)c4nc5n(CCOC5(C)C)c4n2,0.049
CC(C)n1nc(C)nc1c2cn3CCOc4cc(F)c(cc4c3n2)C(C)N5CCN(C)CC5,0.049141
CC1=CN2C(=O)C=C(N=C2C(=C1)NCc3ccccc3)N4CCOCC4,0.05
CN1CCN(CCCS(=O)(=O)Nc2cc(cnc2Cl)c3sc(NC(=O)C)nc3C)CC1.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F,0.05
CS(=O)(=O)c1cccc(c1)c2nn3c(cnc3s2)c4cnc(N)c(c4)C(F)(F)F,0.05
Nc1ncc(cn1)c2cn3cc(nc3c(n2)N4CCOCC4)C5CC5,0.05
CN(C)CCNC(=O)c1cn2cc(nc(N3CCOCC3)c2n1)c4cccc5[nH]ncc45,0.05
COc1ncc2cc1NS(=O)(=O)c3cccc(c3)C(=O)N4CCc5ccc(cc5C4)c6ccnc7ccc2cc67,0.05
Nc1ccc(cn1)c2nc(N3CCOCC3)c4nc5CCCCn5c4n2,0.0507
COc1ccc(cc1OC)c2ccc3nc(C)c(c4ccnc(n4)N(C)CCN(C)C)n3n2,0.051
COCC(=O)Nc1nc2ccc(cc2s1)c3cnc(Cl)c(c3)N(C)C,0.0515
CN(C)[C@@H]1C[C@H](N(C1)C(=O)Nc2nc3CCc4sc(nc4c3s2)C(C)(C)C)C(=O)N,0.0515
CC(C)n1nc(C)nc1c2cn3CCOc4cc(ccc4c3n2)c5cnn(C)c5C6CCCN(C6)C(C)(C)CO,0.0517
Nc1ncnc2c1c(nn2C3CCCC3)c4cnc5[nH]ccc5c4,0.052
CC(C)n1nc(C)nc1c2cn3CCOc4cc(C)c(cc4c3n2)[C@@H](C)N5CCN(CC5)C(C)(C)C,0.0522
CNC(=O)Nc1ccc(Nc2nc3ccccc3n2c4nc(C)nc(NCC#N)n4)cc1,0.05282
Cc1nc(N)nc2N([C@@H]3CC[C@@H](CC3)OCCO)C(=O)C(=Cc12)c4cnc5ccccc5c4,0.0529
Cc1nccn1c2nc(nc(n2)c3cccc(O)c3)N4CCOCC4,0.053
Cc1nc(NC(=O)N2CCC(C)(C)C2C(=O)N)sc1c3ccnc(c3)C4(C)CC4,0.053
CNc1nc(C)nc(n1)n2c(Nc3ccc(NC(=O)C)cc3)nc4ccccc24,0.053064
COc1ccc(Sc2nccc(n2)c3ccc4nc(NC(=O)C)sc4c3)cc1,0.0535
CN(c1cncc(c1)c2ccc3nc(NC(=O)C)sc3c2)S(=O)(=O)c4ccc(cc4)C(C)(C)C,0.0535
CC(C)n1ncnc1c2cn3CCOc4ccc(CN5CCN(CC5)C(C)(C)C)cc4c3n2,0.053628
CCOc1cc(cnc1Cl)c2ccc3nc(NC(=O)C)sc3c2,0.0538
CCNc1nc(C)c2C=C(CCC(=O)O)C(=O)N(C3CCCC3)c2n1,0.054
CC(=O)Nc1nc2ccc(cc2s1)c3cncc(OCc4ccccc4)n3,0.0542
Cc1nc(N)nc2N([C@@H]3CC[C@H](O)C3)C(=O)C(=Cc12)c4cnn(C)c4,0.055
CC(=O)Nc1cn2nc(ccc2n1)c3cccc(NS(=O)(=O)c4ccc(C)cc4)c3,0.055
Cc1nc(N)nc2N([C@@H]3CC[C@H](CC3)OCCO)C(=O)C(=Cc12)Br,0.0552
CC(C)N1CCOC(C1)c2c(cnn2C)c3ccc4c(OCCn5cc(nc45)c6nc(C)nn6C(C)C)c3,0.055550667
Oc1cccc(c1)c2nc(N3CCOCC3)c4ccccc4n2,0.056
COc1ccc(cn1)C2=Cc3c(C)nc(N)nc3N(C4CC4)C2=O,0.056
CC(=O)Nc1nc2ccc(cc2s1)c3ccnc(Sc4cccc(C)c4)n3,0.0576
CC(C)N1CCCC(C1)c2c(cnn2C)c3ccc4c(OCCn5cc(nc45)c6nc(C)nn6C(C)C)c3,0.0577
CCOc1ccc(cc1OC)c2ccc3nc(C)c(c4ccc(nc4)c5ccc(nc5)C#N)n3n2,0.058
COCCNC(=O)c1cn2cc(nc(N3CCOCC3)c2n1)c4cccc5[nH]ncc45,0.058
CNc1nc(C)nc(n1)n2c(Nc3cc[nH]n3)nc4ccc(cc24)c5cncnc5,0.058085
Cc1nc(N)nc2N([C@@H]3CC[C@@H](CC3)OCC(=O)N)C(=O)C(=Cc12)c4cnn(C)c4,0.0581
CC(=O)Nc1nc2ccc(nc2s1)c3cccc(NS(=O)(=O)c4ccc(C)cc4)c3,0.0586
CC(C)N1CCC[C@H](C1)c2c(cnn2C)c3ccc4c(OCCn5cc(nc45)c6nc(C)nn6C(C)C)c3,0.0588
COc1ccc(cc1)S(=O)(=O)Nc2cc(cnc2Cl)c3ccc4nc(NC(C)C)sc4c3,0.0589
CN(C)c1cc(cnc1Cl)c2ccc3nc(NC(=O)COc4ccccc4)sc3c2,0.0589
Cc1nc2ccc(nn2c1c3cnc(N)c(c3)C(F)(F)F)c4ccc(OCC5(COC5)NC(=O)C(F)(F)F)cc4,0.059
COc1ccc(cc1OC)c2ccc3nc(C)c(c4cccnc4)n3n2,0.059
CC(=O)Nc1nc2ccc(cc2s1)c3ccnc(Sc4ccc(C)cc4)n3,0.0595
CC(C)N1CCN(CC1)[C@@H](C)c2cc3c(OCCn4cc(nc34)c5nc(C)nn5C(C)C)cc2F,0.059856
CNc1nc(C)c2C=C(C#N)C(=O)N(C3CCCC3)c2n1,0.06
CSc1cncc(c1)c2ccc3nc(NC(=O)C)cn3n2,0.06
CC(=O)Nc1nc2ccc(cc2s1)c3cccc(NS(=O)(=O)c4ccccc4F)n3,0.0606
CC(=O)Nc1nc2ccc(cc2s1)c3ccnc(NS(=O)(=O)c4cccnc4)n3,0.0606
CCN(CC)C1CCOC(C1)c2c(cnn2C)c3ccc4c(OCCn5cc(nc45)c6nc(C)nn6C(C)C)c3,0.061689667
CC(C)N1C(=O)C(=Cc2c(C)nc(N)nc12)c3c[nH]nn3,0.062
CC(=O)Nc1cn2nc(ccc2n1)c3cccc(NS(=O)(=O)c4cccc5ccccc45)c3.OC(=O)C(F)(F)F,0.062
Cc1ccc(cn1)c2nn3c(cnc3s2)c4cnc(N)c(c4)C(F)(F)F,0.062
Oc1cccc(c1)c2nc(cc(n2)c3ccccn3)N4CCOCC4,0.062
CC(C)n1nc(C)nc1c2cn3CCOc4cc(ccc4c3n2)N5CCCC5C6CCN(CC(C)(C)O)CC6,0.062
CC(=O)Nc1nc2ccc(cc2s1)c3ccnc(Sc4ccccc4F)n3,0.0623
CC(C)N1CCCC(C1)c2c(cnn2C)c3cc4c(OCCn5cc(nc45)c6nc(C)nn6C(C)C)cc3F,0.062338
COc1cc(ccc1OC2CCNCC2)c3ccc4nc(C)c(c5cnc(N)c(c5)C(F)(F)F)n4n3,0.063
COc1ccc(cc1OC)c2nn3c(cnc3s2)c4ccc(nc4)C#N,0.063
Nc1cn2cc(ccc2n1)c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3,0.064
CN(c1cccc(n1)c2ccc3nc(NC(=O)C)sc3c2)S(=O)(=O)c4cccc(C)c4,0.0647
CC(=O)Nc1nc2c(F)cc(cc2s1)c3cccc(n3)S(=O)(=O)c4ccccc4F,0.065
CNc1nc(C)c2C=C(C(=O)N(C(C)C)c2n1)c3ccc(OC)nc3,0.0655
CC(=O)Nc1nc2ccc(cc2s1)c3ccnc(NC(C)(C)c4ccccc4)n3,0.0659
CC(=O)Nc1nc2ccc(cc2s1)c3ccnc(SCc4ccccc4)n3,0.0668
CNc1nc(C)c2C=C(C(=O)N(C3CCCC3)c2n1)c4c[nH]c(C)n4,0.067
COc1ccc(cc1)S(=O)(=O)Nc2cc(ccn2)c3ccc4nc(NC(=O)C)sc4c3,0.0671
COc1ccc(cc1O)c2nn(C3CCCC3)c4ncnc(N)c24,0.068
CNc1nc(C)c2C=C(C(=O)N)C(=O)N(C3CCCC3)c2n1,0.068
CC(C)n1nc(c2ccc3cn[nH]c3c2)c4c(N)ncnc14,0.069
CC(C)n1nc(C)nc1c2cn3CCOc4cc(ccc4c3n2)c5cnn(C)c5C6CC(CCO6)N(C)C,0.06903
CC(C)n1nc(C)nc1c2cn3CCOc4cc(OC5(CC6CC6)CNC5)ccc4c3n2,0.06931
NC(=O)[C@@H]1CCCN1C(=O)Nc2nc3CCc4sc(CC5CC5)nc4c3s2,0.0695
CC(=O)Nc1nc2ccc(cc2s1)c3ccnc(Sc4ccc(Cl)cc4)n3,0.0699
Nc1ncnc2c1c(nn2C3CCCC3)c4ccc5ncccc5c4,0.07
Cn1nc(c2ccc(Br)c(O)c2)c3c(N)ncnc13,0.07
O=C(CN1CCOCC1)Nc2ccc(cc2OCC3CC3)c4cccc5C(=O)C=C(Oc45)N6CCOCC6,0.07
CC(C)N1CC(CC2CC2)(C1)Oc3ccc4c(OCCn5cc(nc45)c6nc(C)nn6C(C)C)c3,0.0707
CN(c1nccc(n1)c2ccc3nc(NC(=O)C)sc3c2)S(=O)(=O)c4ccc(C)cc4C,0.0722
CC(C)N1CCCC2(CCCN2c3ccc4c(OCCn5cc(nc45)c6nc(C)nn6C(C)C)c3)C1,0.072808
COc1cc2OCCn3cc(nc3c2cc1[C@@H](C)N4CCN(CC4)C(C)(C)C)c5nc(C)nn5C(C)C,0.0728595
COc1ccncc1c2ccc3nc(NC(=O)C)sc3c2,0.0735
COc1ccc(cn1)c2ccc3nc(NC(=O)C)sc3c2,0.0739
CN(c1nccc(n1)c2ccc3nc(NC(=O)C)sc3c2)S(=O)(=O)c4ccc5ccccc5c4,0.074
Oc1cccc(c1)c2nc(N3CCOCC3)c4cc(O)ccc4n2,0.075
COc1cc(ccc1OCCCN2CCCC2=O)c3ccc4nc(C)c(c5cnc(N)c(c5)C(F)(F)F)n4n3,0.075
CSc1nccc(n1)c2ccc3nc(NC(=O)C)sc3c2,0.0758
Nc1ncnc2c1c(nn2C3CCC3)c4ccc(Br)c(O)c4,0.076
CC(C)n1nc(C)nc1c2cn3CCOc4cc(C)c(cc4c3n2)C(C)N5CCN(CC(C)(C)O)CC5,0.076201
COc1cc2OCCn3cc(nc3c2cc1[C@H](C)N4CCN(CC4)C(C)(C)C)c5nc(C)nn5C(C)C,0.076455
CC(=O)Nc1cn2nc(ccc2n1)c3ccnc(Sc4ccccc4F)c3,0.077
Nc1ncc(cn1)c2cn3cc(CN4CCNCC4)nc3c(n2)N5CCOCC5,0.077
CC(=O)Nc1nc2ccc(cc2s1)c3ccnc(NS(=O)(=O)c4cccc(F)c4)n3,0.0773
Nc1ncc(cn1)c2nc(N3CCOCC3)c4OC[C@@H]5CCCN5c4n2,0.0779
Cc1nc(N)nc2N(C3CC3)C(=O)C(=Cc12)c4cn[nH]c4,0.078
CC(=O)Nc1nc2ccc(cc2s1)c3ccnc(Sc4ccccc4)n3,0.0781
Cl.Cl.C(CN1CCSCC1)Oc2cccc(c2)c3nc(N4CCOCC4)c5oc6ncccc6c5n3,0.079
CN(c1cncc(c1)c2ccc3nc(NC(=O)C)sc3c2)S(=O)(=O)c4ccc(Cl)c(Cl)c4,0.0792
Oc1cccc(c1)c2nc(N3CCOCC3)c4nc5C(OCCn5c4n2)C(F)(F)F,0.0797
COc1ccc(cc1OC)c2nn(C(C)C)c3ncnc(N)c23,0.08
CC(C)n1nc(c2ccc3N=CNC(=O)c3c2)c4c(N)ncnc14,0.08
CC(C)n1nc(C)nc1c2cn3CCOc4cnc(cc4c3n2)[C@@H](C)N5CCN(CC5)C(C)(C)C,0.080366
CC(=O)Nc1nc2ccc(cc2s1)c3ccnc(Sc4ccc(Br)cc4)n3,0.0807
CC(C)n1nc(N)nc1c2cn3CCOc4cc(ccc4c3n2)c5ccnn5C6CCN(CC6)C(C)(C)C,0.080912
CN(N=C(C)c1cnc2ccc(Br)cn12)S(=O)(=O)c3cc(ccc3C)[N+](=O)[O-],0.081
Cl.Cc1ccc(cc1Sc2nc(cs2)c3cnc4ccc(Cl)cn34)[N+](=O)[O-],0.082
Nc1ncnc2c1c(nn2C3CCCC3)c4ccc5cn[nH]c5c4,0.082
Nc1ncc(cn1)c2cn3cc(CN4CCS(=O)(=O)CC4)nc3c(n2)N5CCOCC5,0.082
CN(c1cccc(n1)c2ccc3nc(NC(=O)C)sc3c2)S(=O)(=O)c4ccccc4,0.0825
Cc1nc2ccc(nn2c1c3cnc(N)c(c3)C(F)(F)F)c4ccc(OCCCN5CCCC5=O)cc4,0.083
Nc1cn2nc(ccc2n1)c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3,0.083
Nc1ncc(cn1)c2cn3cc(CN4CCOCC4)nc3c(n2)N5CCOCC5,0.083
CC(=O)Nc1nc2ccc(cc2s1)c3cncc(OCC#N)c3,0.0833
CC(=O)Nc1nc2ccc(cc2s1)c3ccnc(OCc4ccc5OCOc5c4)n3,0.0834
CC(=O)Nc1nc2ccc(cc2s1)c3ccnc(Sc4cccc(Cl)c4)n3,0.0836
CC(=O)Nc1nc2ccc(cc2s1)c3ccnc(NS(=O)(=O)c4ccccc4)n3,0.0848
C[C@@H](OC(=O)C)C(=O)N1CCN(Cc2cn3cc(nc(N4CCOCC4)c3n2)c5cnc(N)nc5)CC1,0.085
CC(C)n1nc(c2ccc(O)c(c2)C#N)c3c(N)ncnc13,0.086
CC(C)n1nc(C)nc1c2cn3CCOc4cc(OC5(CN6CCN(C)CC6)CC5)ccc4c3n2,0.086391
COc1ccc(cc1)S(=O)(=O)c2cccc(n2)c3ccc4nc(NC(=O)C)sc4c3,0.0865
CCN1CCN(CC1)C(C)c2cc3c(OCCn4cc(nc34)c5nc(C)nn5C(C)C)cc2F,0.086815
COc1ccc(cn1)C2=Cc3c(C)nc(N)nc3N(CC(C)(C)O)C2=O,0.088
Cc1nc(N)nc2N(C3CCCC3)C(=O)C(=Cc12)c4ccc(nc4)N5CCCC5,0.088
Cc1nc(N)nc2N(C3CCCC3)C(=O)C(=Cc12)c4cnn(CC(C)(C)O)c4,0.089
CCc1nccn1c2nc(nc(n2)c3cccc4[nH]ccc34)N5CCOCC5,0.089
CC(C)N1CCN(CC1)[C@H](C)c2cc3c(OCCn4cc(nc34)c5nc(C)nn5C(C)C)cc2C,0.08996
Cn1nc(c2cnc3[nH]ccc3c2)c4c(N)ncnc14,0.091
Cc1nc(NC(=O)N2CCC(C)(C)C2C(=O)N)sc1c3ccnc(c3)C(C)(C)C(F)(F)F,0.091
CN(c1nccc(n1)c2ccc3nc(NC(=O)C)sc3c2)S(=O)(=O)c4ccc(cc4)C(F)(F)F,0.0913
CC(C)n1nc(c2ccc(O)c(F)c2)c3c(N)ncnc13,0.092
CCNC(=O)c1cn2cc(nc(N3CCOCC3)c2n1)c4cccc5[nH]ncc45,0.092
Cc1nc(N)nc2N(N3CCCC3)C(=O)C(=Cc12)c4cnn(c4)C(=O)OC(C)(C)C,0.093
COc1cc(ccc1OCCNC(=O)c2ccncc2)c3ccc4nc(C)c(c5cnc(N)c(c5)C(F)(F)F)n4n3,0.093
CC(=O)Nc1nc2ccc(nn2c1c3ccc(F)c(c3)C(=O)N4CCOCC4)c5cnc(Cl)c(NS(=O)(=O)C)c5.OC(=O)C(F)(F)F,0.093
NC(=O)c1cn2cc(nc(N3CCCCC3)c2n1)c4cccnc4,0.093
CC(C)n1nc(C)nc1c2cn3CCOc4cc(ccc4c3n2)N5CCCC5C6CCCN(C)C6,0.09349175
Cc1nc(N)nc2N(CC3CCOC3)C(=O)C(=Cc12)Br,0.094
COc1ccc(cc1CO)c2ccc3c(c2)nc(Nc4ccn[nH]4)n3c5nc(C)nc(N)n5.COc6ccc(cc6CO)c7ccc8nc(Nc9ccn[nH]9)n(c%10nc(C)nc(N)n%10)c8c7,0.094349
COc1ccc(cc1)S(=O)(=O)Nc2cccc(c2)c3ccc4nc(NC(=O)C)sc4c3,0.0948
Cc1nc(N)nc2N(C3CCC3)C(=O)C(=Cc12)C#N,0.095
CCn1cc(cn1)c2nn3c(cnc3s2)c4cnc(N)c(c4)C(F)(F)F,0.095
CS(=O)(=O)N1CCN(Cc2cn3cc(nc(N4CCOCC4)c3n2)c5cccc6[nH]ncc56)CC1,0.095
CC(C)Nc1cc(cnc1Cl)c2ccc3nc(NC(=O)Cc4ccccn4)sc3c2,0.0954
CC(=O)Nc1nc2ccc(cc2s1)c3ccnc(OCc4ccccc4)n3,0.0956
COc1ccc(cc1OC)c2ccc3nc(C)c(c4ccc(N)nc4)n3n2,0.096
CC(=O)Nc1cn2nc(ccc2n1)c3cccc(NS(=O)(=O)c4cccc5cnccc45)c3.OC(=O)C(F)(F)F,0.096
Cc1cn2cc(nc(N3CCOCC3)c2n1)c4cccc(O)c4,0.096
CC(=O)Nc1nc2ccc(cc2s1)c3cncc(F)c3,0.0963
COc1ccc(cn1)c2c(C)nc3ccc(nn23)c4ccc(OC)c(OC)c4,0.0964
COc1cccc(COc2nccc(n2)c3ccc4nc(NC(=O)C)sc4c3)c1,0.0967
CC(=O)Nc1nc2ccc(cc2s1)c3ccnc(OCCCc4ccncc4)n3,0.0979
CN(c1cccc(c1)c2ccc3nc(NC(=O)C)cn3n2)S(=O)(=O)c4ccc(C)cc4,0.098
COc1cc(ccc1OCCNC(=O)OC(C)C)c2ccc3nc(C)c(c4cnc(N)c(c4)C(F)(F)F)n3n2,0.099
CC(C)n1nc(C)nc1c2cn3CCOc4cc(ccc4c3n2)c5ccnn5C6CC(C)N(C)C(C)C6,0.09997
OCc1cccc(c1)c2nc(N3CCOCC3)c4cc(O)ccc4n2,0.1
Cl.COc1cccc(c1)c2nc(N3CCOCC3)c4oc5ncccc5c4n2,0.1
Cl.Cc1ccc(cc1S(=O)(=O)n2ccc(c2)c3cnc4ccc(Cl)cn34)[N+](=O)[O-],0.1
Cc1nc(N)nc2N(CC3CCCO3)C(=O)C(=Cc12)Br,0.1
Fc1ccc(c(F)c1)S(=O)(=O)Nc2cncc(c2)c3ccc4nccc(c5ccncc5)c4c3,0.1
COc1ncc2cc1NS(=O)(=O)c3cccc(c3)C(=O)NCc4cccc(c4)c5ncnc6ccc2cc56,0.1
COc1ncc2cc1NS(=O)(=O)c3ccc(Cl)c(c3)C(=O)NCc4ccc(s4)c5ncnc6c(C)c2sc56,0.1
CS(=O)(=O)Nc1cc(cnc1Cl)c2ccc3nc(N)c(c4cccc(F)c4)n3n2,0.102
CN(c1nccc(n1)c2ccc3nc(NC(=O)C)sc3c2)S(=O)(=O)c4cccc(C)c4,0.1022
COc1ccc(cc1)S(=O)(=O)Nc2cc(cnc2Cl)c3ccc4nc(NCC5CCCCC5)sc4c3,0.1039
CC(=O)Nc1cn2nc(ccc2n1)c3cncc(c3)S(=O)(=O)C,0.104
C[C@@H](Oc1nccc(n1)c2ccc3nc(NC(=O)C)sc3c2)c4ccccc4,0.1045
CC(C)N1CC(C1)(Oc2ccc3c(OCCn4cc(nc34)c5nc(C)nn5C(C)C)c2)c6ccccc6,0.1054
NC(=O)c1cn2cc(nc(N3CCOCC3)c2n1)c4cccc5[nH]ncc45,0.107
Oc1cccc(c1)c2cn3cc(nc3c(n2)N4CCOCC4)C(F)(F)F,0.108
CS(=O)(=O)N1CC2CCC(C1)N2c3cn4cc(nc(N5CCOCC5)c4n3)c6cnc(N)nc6,0.108
CS(=O)(=O)N1CCN(Cc2nc3c(nc(cn3c2Br)c4cccc5[nH]ncc45)N6CCOCC6)CC1,0.1085
CC(=O)Nc1nc2ccc(cc2s1)c3ccnc(OCc4ccc(F)cc4)n3,0.1087
Cc1nc(N)nc2N(C3CCC(=O)CC3)C(=O)C(=Cc12)Br,0.11
Cc1nc(N)nc2N(C3CCC3)C(=O)C(=Cc12)C#C,0.11
COc1ccc(cc1OC)c2ccc3nc(C)c(c4ccc(nc4)N5CCNCC5)n3n2,0.11
CS(=O)(=O)N1CCC2(CC1)CN(Cc3cn4cc(nc(N5CCOCC5)c4n3)c6cnc(N)nc6)C2,0.11
Cc1cn2cc(nc(N3CCOCC3)c2n1)c4cnc(N)nc4,0.11
CNC(=O)c1cn2cc(nc(N3CCOCC3)c2n1)c4cccc5[nH]ncc45,0.11
Oc1cccc(c1)c2cc(OCc3ccccn3)nc(n2)N4CCOCC4,0.11
CC(=O)Nc1nc2ccc(cc2s1)c3cnc(C)c(N)c3,0.1109
CC(Oc1cc(cnc1Cl)c2ccc3nc(NC(=O)C)sc3c2)C#N,0.1109
CN(c1cncc(c1)c2ccc3nc(NC(=O)C)sc3c2)S(=O)(=O)c4ccccc4,0.111
COc1ccc(cc1OC)c2ccc3nc(C)c(c4ccc(nc4)N5CCOCC5)n3n2,0.111
CC(C)n1ncc(c1CN2CCN(CC2)C(C)(C)C)c3ccc4c(OCCn5cc(nc45)c6nc(C)nn6C(C)C)c3,0.1112
COc1ccc(cc1)S(=O)(=O)N(C)c2nccc(n2)c3cc(F)c4nc(NC(=O)C)sc4c3,0.1114
CC(C)n1ncc(c1CN2CCN(C)CC2)c3ccc4c(OCCn5cc(nc45)c6nc(C)nn6C(C)C)c3,0.111556
COCC(=O)Nc1nc2ccc(cc2s1)c3cnc(Cl)c(NC(C)C)c3,0.1117
Nc1ncnc2c1c(nn2[C@H]3CCOC3)c4ccc(Cl)c(O)c4,0.113
CS(=O)(=O)N1CCN(Cc2cn3cc(nc(N4CCOCC4)c3n2)c5cnc6[nH]ccc6c5)CC1,0.113
COc1ncc(cc1NC(C)C)c2ccc3nc(NC(=O)C)sc3c2,0.1137
Nc1ncc(cn1)c2cn3cc(CN4CCC(O)CC4)nc3c(n2)N5CCOCC5,0.114
CN(C)c1cc(cnc1Cl)c2ccc3nc(NC(=O)NCCN4CCOCC4)sc3c2,0.1149
Cl.COc1cc(ccc1OC2CCNCC2)c3nn4c(cnc4s3)c5cnc(N)nc5,0.115
Oc1cc(cnc1Cl)c2ccc3ncsc3c2,0.1164
CC(C)N(C)C1CCOC(C1)c2c(cnn2C)c3ccc4c(OCCn5cc(nc45)c6nc(C)nn6C(C)C)c3,0.116678333
COc1ccc(cc1)S(=O)(=O)Nc2cccc(c2)c3ccc4nc(NC(=O)C)sc4n3,0.1169
COc1ccc(cc1OCCCNC(=O)c2ccncc2)c3ccc4nc(C)c(c5cnc(N)c(c5)C(F)(F)F)n4n3,0.118
Cc1nc(N)nc(n1)n2c(Nc3ccc(NC(=O)C4CC4)cc3)nc5ccccc25,0.118705
CC(=O)Nc1nc2ccc(cc2s1)c3ccnc(SCc4ccccc4C)n3,0.1193
CC(C)n1nc(c2cnc3[nH]ccc3c2)c4c(N)ncnc14,0.12
Cc1nc(N)nc2N(C3CN(C3)C(=O)OC(C)(C)C)C(=O)C(=Cc12)c4cn[nH]c4,0.12
CC(=O)Nc1nc2ccc(cc2s1)c3ccnc(Sc4ccc(F)cc4)n3,0.1219
CC(=O)Nc1nc2ccc(cc2s1)c3ccnc(OCc4ccc5ncccc5c4)n3,0.1242
CC(C)N1CCCC(C1)c2nccn2c3ccc4c(OCCn5cc(nc45)c6nc(C)nn6C(C)C)c3,0.124836
CN(c1nccc(n1)c2ccc3nc(NC(=O)C)sc3c2)S(=O)(=O)c4cccc5ccccc45,0.1256
